issue,page_number,scan_rel_path,docx_tables,old_findings,new_findings,category
1970_02,16,1970/02/IMG_0061_2R.jpg,2,1,1,согласие
1970_02,63,1970/02/IMG_0085_1L.jpg,0,2,2,пропуск FineReader
1970_02,69,1970/02/IMG_0088_1L.jpg,1,1,1,согласие
1970_02,71,1970/02/IMG_0089_1L.jpg,1,1,1,согласие
1970_02,72,1970/02/IMG_0089_2R.jpg,1,1,1,согласие
1970_02,73,1970/02/IMG_0090_1L.jpg,1,1,1,согласие
1970_02,74,1970/02/IMG_0090_2R.jpg,0,1,0,убранный шум
1970_02,76,1970/02/IMG_0091_2R.jpg,1,2,2,согласие
1970_02,77,1970/02/IMG_0092_1L.jpg,4,1,1,согласие
1970_02,78,1970/02/IMG_0092_2R.jpg,0,1,1,пропуск FineReader
1970_02,95,1970/02/IMG_0101_1L.jpg,1,1,1,согласие
1970_03,20,1970/03/IMG_0113_2R.jpg,1,1,1,согласие
1970_03,79,1970/03/IMG_0143_1L.jpg,1,1,1,согласие
1970_03,80,1970/03/IMG_0143_2R.jpg,0,1,0,убранный шум
1970_03,85,1970/03/IMG_0146_1L.jpg,1,1,1,согласие
1970_04,3,1970/04/IMG_0004_2R.jpg,0,1,0,убранный шум
1970_04,4,1970/04/IMG_0005_1L.jpg,1,1,0,новый потерял
1970_04,41,1970/04/IMG_0023_2R.jpg,1,1,1,согласие
1970_05,36,1970/05/IMG_0071_1L.jpg,1,1,1,согласие
1970_05,37,1970/05/IMG_0071_2R.jpg,0,1,1,пропуск FineReader
1970_05,53,1970/05/IMG_0079_2R.jpg,2,2,2,согласие
1970_05,54,1970/05/IMG_0080_1L.jpg,1,1,1,согласие
1970_05,70,1970/05/IMG_0088_1L.jpg,1,1,1,согласие
1970_05,73,1970/05/IMG_0089_2R.jpg,0,1,1,пропуск FineReader
1970_05,78,1970/05/IMG_0092_1L.jpg,1,1,1,согласие
1970_06,3,1970/06/IMG_0104_2R.jpg,1,1,0,новый потерял
1970_06,4,1970/06/IMG_0105_1L.jpg,1,1,0,новый потерял
1970_06,24,1970/06/IMG_0115_1L.jpg,1,1,1,согласие
1970_06,26,1970/06/IMG_0116_1L.jpg,1,1,1,согласие
1970_06,36,1970/06/IMG_0121_1L.jpg,1,1,1,согласие
1970_06,37,1970/06/IMG_0121_2R.jpg,1,1,1,согласие
1970_06,62,1970/06/IMG_0134_1L.jpg,5,1,1,согласие
1970_06,64,1970/06/IMG_0135_1L.jpg,1,1,1,согласие
1970_06,79,1970/06/IMG_0142_2R.jpg,1,1,1,согласие
1970_06,80,1970/06/IMG_0143_1L.jpg,1,1,1,согласие
1970_06,81,1970/06/IMG_0143_2R.jpg,2,2,2,согласие
1970_06,82,1970/06/IMG_0144_1L.jpg,2,2,2,согласие
1970_06,83,1970/06/IMG_0144_2R.jpg,1,1,1,согласие
1970_06,86,1970/06/IMG_0146_1L.jpg,1,1,1,согласие
1970_06,87,1970/06/IMG_0146_2R.jpg,1,1,1,согласие
1970_10,2,1970/10/IMG_0004_2R.jpg,1,1,0,новый потерял
1970_10,3,1970/10/IMG_0005_1L.jpg,1,1,1,согласие
1970_10,11,1970/10/IMG_0009_1L.jpg,1,1,1,согласие
1970_10,33,1970/10/IMG_0020_1L.jpg,0,1,1,пропуск FineReader
1970_10,34,1970/10/IMG_0020_2R.jpg,1,1,1,согласие
1970_10,35,1970/10/IMG_0021_1L.jpg,1,1,1,согласие
1970_10,46,1970/10/IMG_0026_2R.jpg,1,1,1,согласие
1970_10,47,1970/10/IMG_0027_1L.jpg,1,1,1,согласие
1970_10,48,1970/10/IMG_0027_2R.jpg,1,1,1,согласие
1970_10,59,1970/10/IMG_0033_1L.jpg,1,1,1,согласие
1970_10,81,1970/10/IMG_0044_1L.jpg,1,1,1,согласие
1970_10,82,1970/10/IMG_0044_2R.jpg,1,0,0,оба не увидели
1970_10,85,1970/10/IMG_0046_1L.jpg,2,2,2,согласие
1970_10,86,1970/10/IMG_0046_2R.jpg,0,1,1,пропуск FineReader
1970_11,3,1970/11/IMG_0054_2R.jpg,1,1,0,новый потерял
1970_11,4,1970/11/IMG_0055_1L.jpg,0,1,0,убранный шум
1970_11,26,1970/11/IMG_0066_1L.jpg,1,1,1,согласие
1970_11,65,1970/11/IMG_0085_2R.jpg,1,1,1,согласие
1970_11,67,1970/11/IMG_0086_2R.jpg,1,1,1,согласие
1970_11,68,1970/11/IMG_0087_1L.jpg,2,1,1,согласие
1970_11,69,1970/11/IMG_0087_2R.jpg,1,1,1,согласие
1970_11,72,1970/11/IMG_0089_1L.jpg,1,1,1,согласие
1970_11,83,1970/11/IMG_0094_2R.jpg,0,1,0,убранный шум
1970_11,86,1970/11/IMG_0096_1L.jpg,1,1,1,согласие
1970_11,88,1970/11/IMG_0097_1L.jpg,0,1,1,пропуск FineReader
1970_11,92,1970/11/IMG_0099_1L.jpg,1,1,1,согласие
1970_12,3,1970/12/IMG_0104_2R.jpg,1,1,1,согласие
1970_12,4,1970/12/IMG_0105_1L.jpg,1,1,0,новый потерял
1970_12,66,1970/12/IMG_0136_1L.jpg,1,1,1,согласие
1970_12,89,1970/12/IMG_0147_2R.jpg,3,0,0,оба не увидели
1970_12,90,1970/12/IMG_0148_1L.jpg,1,0,0,оба не увидели
1970_12,91,1970/12/IMG_0148_2R.jpg,1,0,0,оба не увидели
1970_12,92,1970/12/IMG_0149_1L.jpg,2,0,0,оба не увидели
1970_12,93,1970/12/IMG_0149_2R.jpg,1,0,0,оба не увидели
1970_12,94,1970/12/IMG_0150_1L.jpg,1,0,0,оба не увидели
1970_12,96,1970/12/IMG_0151_1L.jpg,1,0,0,оба не увидели
1971_01,3,1971/01/IMG_0004_2R.jpg,1,1,0,новый потерял
1971_01,4,1971/01/IMG_0005_0_1L.jpg,0,1,0,убранный шум
1971_01,6,1971/01/IMG_0005_1_1L.jpg,1,1,1,согласие
1971_01,22,1971/01/IMG_0013_1L.jpg,1,1,1,согласие
1971_01,26,1971/01/IMG_0015_1L.jpg,1,1,1,согласие
1971_01,27,1971/01/IMG_0015_2R.jpg,1,1,1,согласие
1971_01,28,1971/01/IMG_0016_1L.jpg,0,1,1,пропуск FineReader
1971_01,63,1971/01/IMG_0033_2R.jpg,1,1,1,согласие
1971_01,91,1971/01/IMG_0047_2R.jpg,1,1,1,согласие
1971_02,3,1971/02/IMG_0053_2R.jpg,0,1,0,убранный шум
1971_02,4,1971/02/IMG_0054_1L.jpg,0,1,0,убранный шум
1971_03,3,1971/03/IMG_0103_2R.jpg,0,1,0,убранный шум
1971_03,4,1971/03/IMG_0104_1L.jpg,1,1,0,новый потерял
1971_03,27,1971/03/IMG_0115_2R.jpg,1,1,1,согласие
1971_03,38,1971/03/IMG_0121_1L.jpg,1,1,1,согласие
1971_03,42,1971/03/IMG_0123_1L.jpg,0,1,1,пропуск FineReader
1971_03,96,1971/03/IMG_0150_1L.jpg,1,1,1,согласие
1971_04,3,1971/04/IMG_0004_2R.jpg,0,1,0,убранный шум
1971_04,4,1971/04/IMG_0005_1L.jpg,1,1,0,новый потерял
1971_04,7,1971/04/IMG_0006_2R.jpg,1,1,1,согласие
1971_04,15,1971/04/IMG_0010_2R.jpg,1,1,1,согласие
1971_04,31,1971/04/IMG_0018_2R.jpg,1,1,1,согласие
1971_04,33,1971/04/IMG_0019_2R.jpg,1,1,1,согласие
1971_04,69,1971/04/IMG_0037_2R.jpg,1,1,1,согласие
1971_04,76,1971/04/IMG_0041_1L.jpg,3,1,1,согласие
1971_04,77,1971/04/IMG_0041_2R.jpg,0,1,1,пропуск FineReader
1971_05,3,1971/05/IMG_0054_2R.jpg,1,0,0,оба не увидели
1971_05,4,1971/05/IMG_0055_1L.jpg,0,1,0,убранный шум
1971_05,28,1971/05/IMG_0067_1L.jpg,1,1,1,согласие
1971_05,31,1971/05/IMG_0068_2R.jpg,1,1,1,согласие
1971_05,37,1971/05/IMG_0071_2R.jpg,1,1,1,согласие
1971_05,43,1971/05/IMG_0074_2R.jpg,1,1,1,согласие
1971_05,44,1971/05/IMG_0075_1L.jpg,1,1,1,согласие
1971_05,45,1971/05/IMG_0075_2R.jpg,1,1,1,согласие
1971_05,46,1971/05/IMG_0076_1L.jpg,1,1,1,согласие
1971_05,47,1971/05/IMG_0076_2R.jpg,1,1,1,согласие
1971_05,52,1971/05/IMG_0079_1L.jpg,1,0,0,оба не увидели
1971_05,55,1971/05/IMG_0080_2R.jpg,1,1,1,согласие
1971_05,65,1971/05/IMG_0085_2R.jpg,0,1,1,пропуск FineReader
1971_05,77,1971/05/IMG_0091_2R.jpg,1,2,2,согласие
1971_06,3,1971/06/IMG_0104_2R.jpg,0,1,0,убранный шум
1971_06,4,1971/06/IMG_0105_1L.jpg,1,1,0,новый потерял
1971_06,13,1971/06/IMG_0109_2R.jpg,1,1,1,согласие
1971_06,31,1971/06/IMG_0118_2R.jpg,1,1,1,согласие
1971_06,45,1971/06/IMG_0125_2R.jpg,1,0,0,оба не увидели
1971_06,46,1971/06/IMG_0126_1L.jpg,1,0,0,оба не увидели
1971_06,75,1971/06/IMG_0140_2R.jpg,1,1,1,согласие
1971_06,84,1971/06/IMG_0145_1L.jpg,1,1,1,согласие
1971_06,87,1971/06/IMG_0146_2R.jpg,1,0,0,оба не увидели
1971_07,3,1971/07/IMG_0004_2R.jpg,0,1,1,пропуск FineReader
1971_07,4,1971/07/IMG_0005_1L.jpg,1,1,1,согласие
1971_07,86,1971/07/IMG_0046_1L.jpg,1,1,1,согласие
1971_07,88,1971/07/IMG_0047_1L.jpg,0,2,0,убранный шум
1971_07,95,1971/07/IMG_0050_2R.jpg,1,1,1,согласие
1971_08,3,1971/08/IMG_0054_2R.jpg,0,1,0,убранный шум
1971_08,4,1971/08/IMG_0055_1L.jpg,1,1,0,новый потерял
1971_08,20,1971/08/IMG_0062_1L.jpg,1,1,1,согласие
1971_08,22,1971/08/IMG_0063_1L.jpg,1,1,1,согласие
1971_08,28,1971/08/IMG_0066_1L.jpg,0,1,1,пропуск FineReader
1971_08,29,1971/08/IMG_0066_2R.jpg,0,1,1,пропуск FineReader
1971_08,30,1971/08/IMG_0067_1L.jpg,6,0,0,оба не увидели
1971_08,33,1971/08/IMG_0068_2R.jpg,3,2,2,согласие
1971_08,34,1971/08/IMG_0069_1L.jpg,2,1,1,согласие
1971_08,63,1971/08/IMG_0083_2R.jpg,1,1,1,согласие
1971_08,68,1971/08/IMG_0086_1L.jpg,1,1,1,согласие
1971_08,70,1971/08/IMG_0087_1L.jpg,1,1,1,согласие
1971_08,71,1971/08/IMG_0087_2R.jpg,1,1,1,согласие
1971_08,79,1971/08/IMG_0091_2R.jpg,0,1,1,пропуск FineReader
1971_09,3,1971/09/IMG_0103_2R.jpg,1,1,0,новый потерял
1971_09,4,1971/09/IMG_0104_1L.jpg,1,1,1,согласие
1971_09,14,1971/09/IMG_0109_1L.jpg,0,1,1,пропуск FineReader
1971_09,50,1971/09/IMG_0127_1L.jpg,1,1,1,согласие
1971_09,78,1971/09/IMG_0141_1L.jpg,1,1,1,согласие
1971_09,79,1971/09/IMG_0141_2R.jpg,1,1,1,согласие
1971_09,81,1971/09/IMG_0142_2R.jpg,0,1,1,пропуск FineReader
1971_09,95,1971/09/IMG_0149_2R.jpg,1,1,1,согласие
1971_09,96,1971/09/IMG_0150_1L.jpg,1,1,1,согласие
1971_09,97,1971/09/IMG_0150_2R.jpg,1,0,0,оба не увидели
1971_09,98,1971/09/IMG_0151_1L.jpg,1,1,1,согласие
1971_10,3,1971/10/IMG_0004_2R.jpg,1,1,1,согласие
1971_10,4,1971/10/IMG_0005_1L.jpg,0,1,0,убранный шум
1971_10,57,1971/10/IMG_0031_2R.jpg,1,1,1,согласие
1971_10,58,1971/10/IMG_0032_1L.jpg,1,1,1,согласие
1971_10,67,1971/10/IMG_0036_2R.jpg,1,1,1,согласие
1971_10,94,1971/10/IMG_0050_1L.jpg,1,1,1,согласие
1971_10,97,1971/10/IMG_0051_2R.jpg,1,1,1,согласие
1971_11,3,1971/11/IMG_0054_2R.jpg,1,1,0,новый потерял
1971_11,4,1971/11/IMG_0055_1L.jpg,0,1,0,убранный шум
1971_11,9,1971/11/IMG_0057_2R.jpg,1,1,1,согласие
1971_11,14,1971/11/IMG_0060_1L.jpg,0,1,1,пропуск FineReader
1971_11,20,1971/11/IMG_0063_1L.jpg,1,1,1,согласие
1971_11,21,1971/11/IMG_0063_2R.jpg,1,1,1,согласие
1971_11,23,1971/11/IMG_0064_2R.jpg,0,1,1,пропуск FineReader
1971_11,46,1971/11/IMG_0076_1L.jpg,1,0,0,оба не увидели
1971_11,47,1971/11/IMG_0076_2R.jpg,0,1,1,пропуск FineReader
1971_11,51,1971/11/IMG_0078_2R.jpg,1,1,1,согласие
1971_11,59,1971/11/IMG_0082_2R.jpg,1,1,1,согласие
1971_11,60,1971/11/IMG_0083_1L.jpg,1,1,1,согласие
1971_11,69,1971/11/IMG_0087_2R.jpg,0,1,0,убранный шум
1971_11,71,1971/11/IMG_0088_2R.jpg,1,1,1,согласие
1971_11,73,1971/11/IMG_0089_2R.jpg,1,1,1,согласие
1971_11,77,1971/11/IMG_0091_2R.jpg,1,1,1,согласие
1971_12,3,1971/12/IMG_0104_2R.jpg,0,1,0,убранный шум
1971_12,4,1971/12/IMG_0105_1L.jpg,0,1,0,убранный шум
1971_12,28,1971/12/IMG_0117_1L.jpg,0,1,1,пропуск FineReader
1971_12,30,1971/12/IMG_0118_1L.jpg,0,1,1,пропуск FineReader
1971_12,32,1971/12/IMG_0119_1L.jpg,1,2,2,согласие
1971_12,64,1971/12/IMG_0135_1L.jpg,1,1,1,согласие
1971_12,93,1971/12/IMG_0149_2R.jpg,1,0,0,оба не увидели
1971_12,94,1971/12/IMG_0150_1L.jpg,1,0,0,оба не увидели
1971_12,97,1971/12/IMG_0151_2R.jpg,1,0,0,оба не увидели
1971_12,98,1971/12/IMG_0152_1L.jpg,1,0,0,оба не увидели
1972_01,3,1972/01/IMG_0004_2R.jpg,0,1,1,пропуск FineReader
1972_01,4,1972/01/IMG_0005_1L.jpg,0,1,0,убранный шум
1972_01,38,1972/01/IMG_0022_1L.jpg,1,1,1,согласие
1972_01,59,1972/01/IMG_0032_2R.jpg,1,1,1,согласие
1972_01,63,1972/01/IMG_0034_2R.jpg,0,1,1,пропуск FineReader
1972_01,64,1972/01/IMG_0035_1L.jpg,1,1,1,согласие
1972_01,66,1972/01/IMG_0036_1L.jpg,1,1,1,согласие
1972_01,67,1972/01/IMG_0036_2R.jpg,1,1,1,согласие
1972_01,69,1972/01/IMG_0037_2R.jpg,2,2,2,согласие
1972_01,71,1972/01/IMG_0038_2R.jpg,0,1,0,убранный шум
1972_01,75,1972/01/IMG_0040_2R.jpg,1,1,1,согласие
1972_02,3,1972/02/IMG_0054_2R.jpg,1,1,0,новый потерял
1972_02,4,1972/02/IMG_0055_1L.jpg,0,1,0,убранный шум
1972_02,63,1972/02/IMG_0084_2R.jpg,1,1,1,согласие
1972_02,66,1972/02/IMG_0086_1L.jpg,1,1,1,согласие
1972_02,77,1972/02/IMG_0091_2R.jpg,1,1,1,согласие
1972_03,3,1972/03/IMG_0104_2R.jpg,1,1,0,новый потерял
1972_03,4,1972/03/IMG_0105_1L.jpg,1,1,0,новый потерял
1972_03,20,1972/03/IMG_0113_1L.jpg,1,1,1,согласие
1972_03,56,1972/03/IMG_0131_1L.jpg,1,1,1,согласие
1972_03,57,1972/03/IMG_0131_2R.jpg,1,1,1,согласие
1972_04,3,1972/04/IMG_0004_2R.jpg,1,1,0,новый потерял
1972_04,4,1972/04/IMG_0005_1L.jpg,0,1,0,убранный шум
1972_04,29,1972/04/IMG_0017_2R.jpg,1,1,1,согласие
1972_04,98,1972/04/IMG_0052_1L.jpg,1,1,1,согласие
1972_05,3,1972/05/IMG_0054_2R.jpg,0,1,0,убранный шум
1972_05,4,1972/05/IMG_0055_1L.jpg,0,1,0,убранный шум
1972_05,7,1972/05/IMG_0056_2R.jpg,1,1,1,согласие
1972_05,11,1972/05/IMG_0058_2R.jpg,1,1,1,согласие
1972_05,12,1972/05/IMG_0059_1L.jpg,1,1,1,согласие
1972_05,33,1972/05/IMG_0069_2R.jpg,1,1,1,согласие
1972_05,44,1972/05/IMG_0075_1L.jpg,0,1,0,убранный шум
1972_05,58,1972/05/IMG_0082_1L.jpg,1,1,1,согласие
1972_05,66,1972/05/IMG_0086_1L.jpg,1,0,0,оба не увидели
1972_05,67,1972/05/IMG_0086_2R.jpg,0,1,1,пропуск FineReader
1972_05,74,1972/05/IMG_0090_1L.jpg,2,2,2,согласие
1972_06,3,1972/06/IMG_0104_2R.jpg,0,1,0,убранный шум
1972_06,4,1972/06/IMG_0105_1L.jpg,0,1,0,убранный шум
1972_06,31,1972/06/IMG_0118_2R.jpg,1,1,1,согласие
1972_06,35,1972/06/IMG_0120_2R.jpg,1,1,1,согласие
1972_06,37,1972/06/IMG_0121_2R.jpg,1,1,1,согласие
1972_06,42,1972/06/IMG_0124_1L.jpg,1,1,1,согласие
1972_06,71,1972/06/IMG_0138_2R.jpg,0,1,1,пропуск FineReader
1972_06,73,1972/06/IMG_0139_2R.jpg,1,1,0,новый потерял
1972_06,74,1972/06/IMG_0140_1L.jpg,1,0,0,оба не увидели
1972_06,75,1972/06/IMG_0140_2R.jpg,1,1,1,согласие
1972_06,77,1972/06/IMG_0141_2R.jpg,1,1,1,согласие
1972_06,83,1972/06/IMG_0144_2R.jpg,1,1,1,согласие
1972_06,85,1972/06/IMG_0145_2R.jpg,0,1,1,пропуск FineReader
1972_07,3,1972/07/IMG_0004_2R.jpg,1,1,0,новый потерял
1972_07,4,1972/07/IMG_0005_1L.jpg,0,1,0,убранный шум
1972_07,28,1972/07/IMG_0017_1L.jpg,1,1,1,согласие
1972_07,51,1972/07/IMG_0028_2R.jpg,1,1,1,согласие
1972_07,60,1972/07/IMG_0033_1L.jpg,1,1,1,согласие
1972_07,61,1972/07/IMG_0033_2R.jpg,1,1,1,согласие
1972_07,71,1972/07/IMG_0038_2R.jpg,1,1,1,согласие
1972_07,74,1972/07/IMG_0040_1L.jpg,1,1,1,согласие
1972_07,75,1972/07/IMG_0040_2R.jpg,6,2,2,согласие
1972_07,96,1972/07/IMG_0051_1L.jpg,1,1,1,согласие
1972_07,97,1972/07/IMG_0051_2R.jpg,1,1,1,согласие
1972_07,98,1972/07/IMG_0052_1L.jpg,1,1,1,согласие
1972_08,3,1972/08/IMG_0054_2R.jpg,1,1,0,новый потерял
1972_08,4,1972/08/IMG_0055_1L.jpg,0,1,0,убранный шум
1972_08,53,1972/08/IMG_0079_2R.jpg,1,1,1,согласие
1972_08,54,1972/08/IMG_0080_1L.jpg,0,1,1,пропуск FineReader
1972_08,58,1972/08/IMG_0082_1L.jpg,1,1,1,согласие
1972_08,69,1972/08/IMG_0087_2R.jpg,0,1,1,пропуск FineReader
1972_08,70,1972/08/IMG_0088_1L.jpg,0,2,2,пропуск FineReader
1972_08,71,1972/08/IMG_0088_2R.jpg,0,1,1,пропуск FineReader
1972_08,72,1972/08/IMG_0089_1L.jpg,0,1,1,пропуск FineReader
1972_09,3,1972/09/IMG_0104_2R.jpg,0,1,0,убранный шум
1972_09,4,1972/09/IMG_0105_1L.jpg,1,1,0,новый потерял
1972_09,12,1972/09/IMG_0109_1L.jpg,1,1,1,согласие
1972_09,13,1972/09/IMG_0109_2R.jpg,1,3,1,согласие
1972_09,14,1972/09/IMG_0110_1L.jpg,0,1,0,убранный шум
1972_09,30,1972/09/IMG_0118_1L.jpg,1,1,1,согласие
1972_09,53,1972/09/IMG_0129_2R.jpg,1,1,1,согласие
1972_09,74,1972/09/IMG_0140_1L.jpg,0,1,1,пропуск FineReader
1972_09,76,1972/09/IMG_0141_1L.jpg,2,2,2,согласие
1972_09,78,1972/09/IMG_0142_1L.jpg,1,1,1,согласие
1972_10,3,1972/10/IMG_0004_2R.jpg,0,1,0,убранный шум
1972_10,4,1972/10/IMG_0005_1L.jpg,1,1,0,новый потерял
1972_10,5,1972/10/IMG_0005_2R.jpg,1,1,1,согласие
1972_10,28,1972/10/IMG_0017_1L.jpg,1,1,1,согласие
1972_10,33,1972/10/IMG_0019_2R.jpg,2,2,2,согласие
1972_10,36,1972/10/IMG_0021_1L.jpg,3,2,2,согласие
1972_10,38,1972/10/IMG_0022_1L.jpg,1,1,1,согласие
1972_10,44,1972/10/IMG_0025_1L.jpg,1,1,1,согласие
1972_10,48,1972/10/IMG_0027_1L.jpg,1,1,1,согласие
1972_11,3,1972/11/IMG_0055_2R.jpg,1,1,0,новый потерял
1972_11,4,1972/11/IMG_0056_1L.jpg,1,1,0,новый потерял
1972_11,5,1972/11/IMG_0056_2R.jpg,1,1,1,согласие
1972_11,8,1972/11/IMG_0058_1L.jpg,1,1,1,согласие
1972_11,32,1972/11/IMG_0070_1L.jpg,1,1,1,согласие
1972_11,34,1972/11/IMG_0071_1L.jpg,1,1,1,согласие
1972_11,35,1972/11/IMG_0071_2R.jpg,0,1,0,убранный шум
1972_11,38,1972/11/IMG_0073_1L.jpg,1,2,2,согласие
1972_11,64,1972/11/IMG_0086_1L.jpg,1,1,1,согласие
1972_12,3,1972/12/IMG_0105_2R.jpg,1,1,0,новый потерял
1972_12,4,1972/12/IMG_0106_1L.jpg,0,1,0,убранный шум
1972_12,19,1972/12/IMG_0113_2R.jpg,1,1,1,согласие
1972_12,22,1972/12/IMG_0115_1L.jpg,1,1,1,согласие
1972_12,33,1972/12/IMG_0120_2R.jpg,1,1,1,согласие
1972_12,60,1972/12/IMG_0134_1L.jpg,1,1,1,согласие
1972_12,93,1972/12/IMG_0150_2R.jpg,2,0,0,оба не увидели
1972_12,94,1972/12/IMG_0151_1L.jpg,1,0,0,оба не увидели
1972_12,96,1972/12/IMG_0152_1L.jpg,1,0,0,оба не увидели
1972_12,97,1972/12/IMG_0152_2R.jpg,1,0,0,оба не увидели
1973_01,3,1973/01/IMG_0004_2R.jpg,0,1,0,убранный шум
1973_01,4,1973/01/IMG_0005_1L.jpg,1,1,0,новый потерял
1973_01,8,1973/01/IMG_0007_1L.jpg,1,1,1,согласие
1973_01,22,1973/01/IMG_0014_1L.jpg,1,1,1,согласие
1973_01,58,1973/01/IMG_0032_1L.jpg,1,1,1,согласие
1973_01,69,1973/01/IMG_0037_2R.jpg,0,1,0,убранный шум
1973_01,78,1973/01/IMG_0042_1L.jpg,0,1,1,пропуск FineReader
1973_01,83,1973/01/IMG_0044_2R.jpg,1,1,1,согласие
1973_02,3,1973/02/IMG_0054_2R.jpg,0,1,0,убранный шум
1973_02,4,1973/02/IMG_0055_1L.jpg,0,1,0,убранный шум
1973_02,12,1973/02/IMG_0059_1L.jpg,1,1,1,согласие
1973_02,46,1973/02/IMG_0076_1L.jpg,1,1,1,согласие
1973_02,47,1973/02/IMG_0076_2R.jpg,1,1,1,согласие
1973_02,70,1973/02/IMG_0088_1L.jpg,1,1,1,согласие
1973_02,73,1973/02/IMG_0089_2R.jpg,1,1,1,согласие
1973_02,74,1973/02/IMG_0090_1L.jpg,1,1,1,согласие
1973_03,2,1973/03/IMG_0104_1L.jpg,0,1,0,убранный шум
1973_03,35,1973/03/IMG_0120_2R.jpg,1,1,1,согласие
1973_03,59,1973/03/IMG_0132_2R.jpg,0,1,0,убранный шум
1973_03,75,1973/03/IMG_0140_2R.jpg,1,0,0,оба не увидели
1973_03,76,1973/03/IMG_0141_1L.jpg,0,1,1,пропуск FineReader
1973_04,3,1973/04/IMG_0004_2R.jpg,1,1,0,новый потерял
1973_04,4,1973/04/IMG_0005_1L.jpg,0,1,0,убранный шум
1973_04,51,1973/04/IMG_0028_2R.jpg,1,1,1,согласие
1973_04,55,1973/04/IMG_0030_2R.jpg,0,1,1,пропуск FineReader
1973_04,56,1973/04/IMG_0031_1L.jpg,0,2,0,убранный шум
1973_04,57,1973/04/IMG_0031_2R.jpg,0,1,1,пропуск FineReader
1973_04,58,1973/04/IMG_0032_1L.jpg,0,1,1,пропуск FineReader
1973_04,59,1973/04/IMG_0032_2R.jpg,1,1,1,согласие
1973_05,3,1973/05/IMG_0054_2R.jpg,1,1,1,согласие
1973_05,4,1973/05/IMG_0055_1L.jpg,0,1,0,убранный шум
1973_05,54,1973/05/IMG_0080_1L.jpg,1,1,1,согласие
1973_05,55,1973/05/IMG_0080_2R.jpg,1,1,1,согласие
1973_05,67,1973/05/IMG_0086_2R.jpg,1,1,1,согласие
1973_05,85,1973/05/IMG_0095_2R.jpg,1,0,0,оба не увидели
1973_05,89,1973/05/IMG_0097_2R.jpg,2,2,2,согласие
1973_05,90,1973/05/IMG_0098_1L.jpg,1,1,1,согласие
1973_06,3,1973/06/IMG_0104_2R.jpg,0,1,0,убранный шум
1973_06,4,1973/06/IMG_0105_1L.jpg,1,1,0,новый потерял
1973_06,18,1973/06/IMG_0112_1L.jpg,1,2,2,согласие
1973_06,29,1973/06/IMG_0117_2R.jpg,1,1,1,согласие
1973_06,71,1973/06/IMG_0138_2R.jpg,0,1,1,пропуск FineReader
1973_06,81,1973/06/IMG_0143_2R.jpg,2,2,2,согласие
1973_07,3,1973/07/IMG_0004_2R.jpg,0,1,0,убранный шум
1973_07,4,1973/07/IMG_0005_1L.jpg,0,1,0,убранный шум
1973_07,30,1973/07/IMG_0018_1L.jpg,2,2,2,согласие
1973_07,31,1973/07/IMG_0018_2R.jpg,1,1,1,согласие
1973_07,32,1973/07/IMG_0019_1L.jpg,1,1,1,согласие
1973_07,63,1973/07/IMG_0034_2R.jpg,1,1,1,согласие
1973_07,64,1973/07/IMG_0035_1L.jpg,1,0,0,оба не увидели
1973_07,65,1973/07/IMG_0035_2R.jpg,0,1,1,пропуск FineReader
1973_07,66,1973/07/IMG_0036_1L.jpg,0,2,0,убранный шум
1973_08,3,1973/08/IMG_0054_2R.jpg,1,1,0,новый потерял
1973_08,4,1973/08/IMG_0055_1L.jpg,0,1,0,убранный шум
1973_08,6,1973/08/IMG_0056_1L.jpg,1,1,1,согласие
1973_08,9,1973/08/IMG_0057_2R.jpg,1,1,1,согласие
1973_08,14,1973/08/IMG_0060_1L.jpg,1,1,1,согласие
1973_08,18,1973/08/IMG_0062_1L.jpg,1,0,0,оба не увидели
1973_08,19,1973/08/IMG_0062_2R.jpg,1,0,0,оба не увидели
1973_08,22,1973/08/IMG_0064_1L.jpg,1,0,0,оба не увидели
1973_08,23,1973/08/IMG_0064_2R.jpg,1,1,1,согласие
1973_08,24,1973/08/IMG_0065_1L.jpg,1,0,0,оба не увидели
1973_08,25,1973/08/IMG_0065_2R.jpg,1,1,1,согласие
1973_08,27,1973/08/IMG_0066_2R.jpg,1,1,1,согласие
1973_08,31,1973/08/IMG_0068_2R.jpg,2,2,2,согласие
1973_08,32,1973/08/IMG_0069_1L.jpg,1,1,1,согласие
1973_08,41,1973/08/IMG_0073_2R.jpg,1,1,1,согласие
1973_08,58,1973/08/IMG_0082_1L.jpg,1,1,1,согласие
1973_09,3,1973/09/IMG_0104_2R.jpg,1,1,0,новый потерял
1973_09,4,1973/09/IMG_0105_1L.jpg,1,1,0,новый потерял
1973_09,10,1973/09/IMG_0108_1L.jpg,1,1,1,согласие
1973_09,37,1973/09/IMG_0121_2R.jpg,1,1,1,согласие
1973_09,39,1973/09/IMG_0122_2R.jpg,0,1,1,пропуск FineReader
1973_09,46,1973/09/IMG_0126_1L.jpg,1,1,1,согласие
1973_09,48,1973/09/IMG_0127_1L.jpg,1,1,1,согласие
1973_09,51,1973/09/IMG_0128_2R.jpg,2,3,3,согласие
1973_09,65,1973/09/IMG_0135_2R.jpg,1,1,1,согласие
1973_10,3,1973/10/IMG_0159_2R.jpg,1,1,1,согласие
